episode,dqn_reward,dqn_smoothed_reward,dqn_epsilon,ddqn_reward,ddqn_smoothed_reward,ddqn_epsilon
380,117.0,99.56,0.05,89.0,95.62,0.05
381,110.0,99.8,0.05,77.0,94.92,0.05
382,116.0,99.98,0.05,85.0,94.94,0.05
383,122.0,100.42,0.05,95.0,94.72,0.05
384,121.0,100.6,0.05,93.0,94.16,0.05
385,107.0,102.42,0.05,104.0,94.04,0.05
386,107.0,102.32,0.05,94.0,93.9,0.05
387,107.0,102.34,0.05,101.0,93.6,0.05
388,103.0,104.1,0.05,103.0,93.84,0.05
389,108.0,104.34,0.05,106.0,94.2,0.05
390,114.0,104.56,0.05,102.0,94.2,0.05
391,106.0,106.44,0.05,13.0,92.42,0.05
392,20.0,106.62,0.05,100.0,92.7,0.05
393,105.0,106.56,0.05,83.0,92.16,0.05
394,14.0,104.72,0.05,71.0,91.18,0.05
395,107.0,104.66,0.05,100.0,90.96,0.05
396,122.0,104.96,0.05,95.0,90.4,0.05
397,116.0,105.04,0.05,72.0,89.74,0.05
398,131.0,106.02,0.05,103.0,89.62,0.05
399,119.0,106.18,0.05,98.0,89.44,0.05
400,172.0,107.44,0.05,102.0,89.3,0.05
401,181.0,109.0,0.05,103.0,89.12,0.05
402,184.0,110.88,0.05,107.0,89.22,0.05
403,194.0,112.62,0.05,117.0,89.4,0.05
404,199.0,114.38,0.05,15.0,87.38,0.05
405,201.0,116.34,0.05,14.0,85.62,0.05
406,342.0,121.04,0.05,11.0,83.74,0.05
407,252.0,123.88,0.05,107.0,83.66,0.05
408,216.0,126.0,0.05,103.0,83.66,0.05
409,217.0,127.94,0.05,11.0,81.84,0.05
410,203.0,129.56,0.05,90.0,81.46,0.05
411,223.0,131.64,0.05,103.0,83.26,0.05
412,245.0,134.1,0.05,98.0,83.18,0.05
413,274.0,137.3,0.05,112.0,83.52,0.05
414,500.0,144.98,0.05,96.0,83.86,0.05
415,500.0,152.66,0.05,104.0,84.32,0.05
416,480.0,159.82,0.05,107.0,84.38,0.05
417,294.0,163.26,0.05,108.0,84.7,0.05
418,272.0,166.42,0.05,100.0,85.0,0.05
419,281.0,169.76,0.05,105.0,85.56,0.05
420,310.0,173.5,0.05,97.0,85.96,0.05
421,296.0,176.84,0.05,102.0,86.4,0.05
422,306.0,180.58,0.05,89.0,86.22,0.05
423,329.0,184.88,0.05,112.0,86.64,0.05
424,345.0,189.34,0.05,104.0,87.18,0.05
425,408.0,195.18,0.05,109.0,87.76,0.05
426,473.0,202.16,0.05,102.0,88.14,0.05
427,395.0,209.82,0.05,96.0,89.78,0.05
428,351.0,214.56,0.05,103.0,90.1,0.05
429,395.0,222.2,0.05,102.0,90.26,0.05
430,500.0,229.86,0.05,109.0,90.66,0.05
431,416.0,235.98,0.05,110.0,91.32,0.05
432,443.0,242.52,0.05,98.0,91.58,0.05
433,409.0,248.26,0.05,101.0,91.7,0.05
434,412.0,254.08,0.05,98.0,91.8,0.05
435,438.0,260.7,0.05,105.0,91.82,0.05
436,500.0,268.56,0.05,101.0,91.96,0.05
437,500.0,276.42,0.05,102.0,91.98,0.05
438,11.0,274.58,0.05,105.0,92.02,0.05
439,500.0,282.42,0.05,99.0,91.88,0.05
440,328.0,286.7,0.05,109.0,92.02,0.05
441,46.0,285.5,0.05,84.0,93.44,0.05
442,13.0,285.36,0.05,110.0,93.64,0.05
443,16.0,283.58,0.05,96.0,93.9,0.05
444,50.0,284.3,0.05,114.0,94.76,0.05
445,13.0,282.42,0.05,103.0,94.82,0.05
446,13.0,280.24,0.05,108.0,95.08,0.05
447,12.0,278.16,0.05,100.0,95.64,0.05
448,13.0,275.8,0.05,108.0,95.74,0.05
449,14.0,273.7,0.05,99.0,95.76,0.05
450,15.0,270.56,0.05,100.0,95.72,0.05
451,13.0,267.2,0.05,101.0,95.68,0.05
452,12.0,263.76,0.05,108.0,95.7,0.05
453,13.0,260.14,0.05,102.0,95.4,0.05
454,15.0,256.46,0.05,98.0,97.06,0.05
455,11.0,252.66,0.05,104.0,98.86,0.05
456,15.0,246.12,0.05,11.0,98.86,0.05
457,17.0,241.42,0.05,98.0,98.68,0.05
458,15.0,237.4,0.05,85.0,98.32,0.05
459,16.0,233.38,0.05,101.0,100.12,0.05
460,14.0,229.6,0.05,113.0,100.58,0.05
461,14.0,225.42,0.05,111.0,100.74,0.05
462,14.0,220.8,0.05,113.0,101.04,0.05
463,18.0,215.68,0.05,107.0,100.94,0.05
464,52.0,206.72,0.05,106.0,101.14,0.05
465,49.0,197.7,0.05,102.0,101.1,0.05
466,42.0,188.94,0.05,109.0,101.14,0.05
467,38.0,183.82,0.05,102.0,101.02,0.05
468,96.0,180.3,0.05,103.0,101.08,0.05
469,500.0,184.68,0.05,103.0,101.04,0.05
470,500.0,188.48,0.05,102.0,101.14,0.05
471,500.0,192.56,0.05,101.0,101.12,0.05
472,500.0,196.44,0.05,108.0,101.5,0.05
473,126.0,192.38,0.05,105.0,101.36,0.05
474,77.0,187.02,0.05,107.0,101.42,0.05
475,72.0,180.3,0.05,106.0,101.36,0.05
476,66.0,172.16,0.05,9.0,99.5,0.05
477,80.0,165.86,0.05,111.0,99.8,0.05
478,83.0,160.5,0.05,108.0,99.9,0.05
479,500.0,162.6,0.05,109.0,100.04,0.05
480,500.0,162.6,0.05,109.0,100.04,0.05
481,500.0,164.28,0.05,110.0,100.04,0.05
482,114.0,157.7,0.05,106.0,100.2,0.05
483,117.0,151.86,0.05,108.0,100.34,0.05
484,136.0,146.34,0.05,113.0,100.64,0.05
485,500.0,147.58,0.05,111.0,100.76,0.05
486,500.0,147.58,0.05,117.0,101.08,0.05
487,171.0,141.0,0.05,124.0,101.52,0.05
488,500.0,150.78,0.05,109.0,101.6,0.05
489,500.0,150.78,0.05,98.0,101.58,0.05
490,172.0,147.66,0.05,73.0,100.86,0.05
491,135.0,149.44,0.05,97.0,101.12,0.05
492,152.0,152.22,0.05,106.0,101.04,0.05
493,149.0,154.88,0.05,99.0,101.1,0.05
494,500.0,163.88,0.05,99.0,100.8,0.05
495,154.0,166.7,0.05,59.0,99.92,0.05
496,133.0,169.1,0.05,60.0,98.96,0.05
497,136.0,171.58,0.05,60.0,98.16,0.05
498,143.0,174.18,0.05,110.0,98.2,0.05
499,129.0,176.48,0.05,111.0,98.44,0.05
500,125.0,178.68,0.05,88.0,98.2,0.05
501,124.0,180.9,0.05,84.0,97.86,0.05
502,132.0,183.3,0.05,60.0,96.9,0.05
503,127.0,185.58,0.05,70.0,96.26,0.05
504,133.0,187.94,0.05,63.0,95.56,0.05
505,136.0,190.44,0.05,67.0,94.82,0.05
506,137.0,192.88,0.05,105.0,96.7,0.05
507,163.0,195.8,0.05,71.0,96.16,0.05
508,130.0,198.1,0.05,73.0,95.92,0.05
509,127.0,200.32,0.05,105.0,96.0,0.05
510,150.0,203.04,0.05,109.0,95.92,0.05
511,136.0,205.48,0.05,75.0,95.2,0.05
512,140.0,208.0,0.05,72.0,94.38,0.05
513,145.0,210.54,0.05,64.0,93.52,0.05
514,135.0,212.2,0.05,70.0,92.8,0.05
515,129.0,213.8,0.05,60.0,91.96,0.05
516,127.0,215.5,0.05,69.0,91.16,0.05
517,118.0,217.1,0.05,76.0,90.64,0.05
518,131.0,217.8,0.05,63.0,89.84,0.05
519,127.0,210.34,0.05,74.0,89.26,0.05
520,122.0,202.78,0.05,74.0,88.7,0.05
521,116.0,195.1,0.05,71.0,88.1,0.05
522,122.0,187.54,0.05,63.0,87.2,0.05
523,112.0,187.26,0.05,66.0,86.42,0.05
524,121.0,188.14,0.05,72.0,85.72,0.05
525,116.0,189.02,0.05,72.0,85.04,0.05
526,122.0,190.14,0.05,78.0,86.42,0.05
527,122.0,190.98,0.05,60.0,85.4,0.05
528,129.0,191.9,0.05,111.0,85.46,0.05
529,130.0,184.5,0.05,106.0,85.4,0.05
530,125.0,177.0,0.05,75.0,84.72,0.05
531,130.0,169.6,0.05,74.0,84.0,0.05
532,135.0,170.02,0.05,69.0,83.26,0.05
533,137.0,170.42,0.05,110.0,83.3,0.05
534,126.0,170.22,0.05,115.0,83.34,0.05
535,132.0,162.86,0.05,81.0,82.74,0.05
536,139.0,155.64,0.05,65.0,81.7,0.05
537,136.0,154.94,0.05,116.0,81.54,0.05
538,138.0,147.7,0.05,80.0,80.96,0.05
539,133.0,140.36,0.05,71.0,80.42,0.05
540,135.0,139.62,0.05,75.0,80.46,0.05
541,146.0,139.84,0.05,71.0,79.94,0.05
542,136.0,139.52,0.05,75.0,79.32,0.05
543,153.0,139.6,0.05,71.0,78.76,0.05
544,176.0,133.12,0.05,72.0,78.22,0.05
545,169.0,133.42,0.05,62.0,78.28,0.05
546,169.0,134.14,0.05,63.0,78.34,0.05
547,188.0,135.18,0.05,54.0,78.22,0.05
548,203.0,136.38,0.05,60.0,77.22,0.05
549,13.0,134.06,0.05,64.0,76.28,0.05
550,231.0,136.18,0.05,63.0,75.78,0.05
551,297.0,139.64,0.05,107.0,76.24,0.05
552,162.0,140.24,0.05,104.0,77.12,0.05
553,151.0,140.72,0.05,70.0,77.12,0.05
554,124.0,140.54,0.05,78.0,77.42,0.05
555,120.0,140.22,0.05,107.0,78.22,0.05
556,109.0,139.66,0.05,118.0,78.48,0.05
557,108.0,138.56,0.05,113.0,79.32,0.05
558,112.0,138.2,0.05,110.0,80.06,0.05
559,98.0,137.62,0.05,89.0,79.74,0.05
560,106.0,136.74,0.05,117.0,79.9,0.05
561,12.0,134.26,0.05,137.0,81.14,0.05
562,134.0,134.14,0.05,200.0,83.7,0.05
563,300.0,137.24,0.05,129.0,85.0,0.05
564,164.0,137.82,0.05,132.0,86.24,0.05
565,248.0,140.2,0.05,116.0,87.36,0.05
566,159.0,140.84,0.05,139.0,88.76,0.05
567,158.0,141.64,0.05,146.0,90.16,0.05
568,156.0,142.14,0.05,130.0,91.5,0.05
569,141.0,142.42,0.05,158.0,93.18,0.05
570,123.0,142.44,0.05,136.0,94.42,0.05
571,126.0,142.64,0.05,146.0,95.92,0.05
572,122.0,142.64,0.05,145.0,97.56,0.05
573,106.0,142.52,0.05,154.0,99.32,0.05
574,110.0,142.3,0.05,171.0,101.3,0.05
575,103.0,142.04,0.05,193.0,103.72,0.05
576,117.0,141.94,0.05,197.0,106.1,0.05
577,121.0,141.92,0.05,228.0,109.46,0.05
578,109.0,141.52,0.05,206.0,111.36,0.05
579,112.0,141.16,0.05,200.0,113.24,0.05
580,113.0,140.92,0.05,227.0,116.28,0.05
581,117.0,140.66,0.05,231.0,119.42,0.05
582,119.0,140.34,0.05,258.0,123.2,0.05
583,500.0,147.6,0.05,218.0,125.36,0.05
584,500.0,155.08,0.05,232.0,127.7,0.05
585,500.0,162.44,0.05,222.0,130.52,0.05
586,500.0,169.66,0.05,212.0,133.46,0.05
587,500.0,176.94,0.05,223.0,135.6,0.05
588,500.0,184.18,0.05,246.0,138.92,0.05
589,155.0,184.62,0.05,280.0,143.1,0.05
590,166.0,185.24,0.05,249.0,146.58,0.05
591,161.0,185.54,0.05,282.0,150.8,0.05
592,158.0,185.98,0.05,301.0,155.32,0.05
593,152.0,185.96,0.05,299.0,159.88,0.05
594,189.0,186.22,0.05,357.0,165.58,0.05
595,190.0,186.64,0.05,326.0,170.86,0.05
596,190.0,187.06,0.05,395.0,177.5,0.05
597,500.0,193.3,0.05,336.0,183.14,0.05
598,187.0,192.98,0.05,390.0,189.74,0.05
599,500.0,202.72,0.05,453.0,197.52,0.05
600,500.0,208.1,0.05,243.0,201.12,0.05
601,441.0,210.98,0.05,500.0,208.98,0.05
602,500.0,217.74,0.05,500.0,216.9,0.05
603,500.0,224.72,0.05,488.0,225.26,0.05
604,500.0,232.24,0.05,500.0,233.7,0.05
605,500.0,239.84,0.05,420.0,239.96,0.05
606,500.0,247.66,0.05,408.0,245.76,0.05
607,169.0,248.88,0.05,382.0,251.14,0.05
608,500.0,256.64,0.05,251.0,253.96,0.05
609,500.0,264.68,0.05,302.0,258.22,0.05
610,500.0,272.56,0.05,324.0,262.36,0.05
611,500.0,282.32,0.05,375.0,267.12,0.05
612,500.0,289.64,0.05,344.0,270.0,0.05
613,500.0,293.64,0.05,345.0,274.32,0.05
614,500.0,300.36,0.05,293.0,277.54,0.05
615,500.0,305.4,0.05,361.0,282.44,0.05
616,500.0,312.22,0.05,430.0,288.26,0.05
617,500.0,319.06,0.05,382.0,292.98,0.05
618,500.0,325.94,0.05,399.0,298.36,0.05
619,500.0,333.12,0.05,430.0,303.8,0.05
620,500.0,340.66,0.05,358.0,308.24,0.05
621,500.0,348.14,0.05,442.0,314.16,0.05
622,206.0,349.82,0.05,500.0,321.26,0.05
623,130.0,350.3,0.05,500.0,328.18,0.05
624,105.0,350.2,0.05,500.0,334.76,0.05
625,500.0,358.14,0.05,500.0,340.9,0.05
626,500.0,365.8,0.05,448.0,345.92,0.05
627,500.0,373.38,0.05,500.0,351.36,0.05
628,500.0,381.2,0.05,461.0,356.46,0.05
629,500.0,388.96,0.05,500.0,362.46,0.05
630,500.0,396.7,0.05,495.0,367.82,0.05
631,163.0,397.62,0.05,500.0,373.2,0.05
632,150.0,398.24,0.05,500.0,378.04,0.05
633,148.0,391.2,0.05,500.0,383.68,0.05
634,168.0,384.56,0.05,500.0,389.04,0.05
635,155.0,377.66,0.05,500.0,394.6,0.05
636,172.0,371.1,0.05,500.0,400.36,0.05
637,173.0,364.56,0.05,500.0,405.9,0.05
638,156.0,357.68,0.05,500.0,410.98,0.05
639,171.0,358.0,0.05,500.0,415.38,0.05
640,190.0,358.48,0.05,500.0,420.4,0.05
641,157.0,358.4,0.05,500.0,424.76,0.05
642,170.0,358.64,0.05,500.0,428.74,0.05
643,177.0,359.14,0.05,500.0,432.76,0.05
644,160.0,358.56,0.05,500.0,435.62,0.05
645,158.0,357.92,0.05,500.0,439.1,0.05
646,162.0,357.36,0.05,500.0,441.2,0.05
647,176.0,350.88,0.05,500.0,444.48,0.05
648,164.0,350.42,0.05,500.0,446.68,0.05
649,159.0,343.6,0.05,500.0,447.62,0.05
650,164.0,336.88,0.05,500.0,452.76,0.05
651,150.0,331.06,0.05,500.0,452.76,0.05
652,157.0,324.2,0.05,500.0,452.76,0.05
653,146.0,317.12,0.05,500.0,453.0,0.05
654,146.0,310.04,0.05,500.0,453.0,0.05
655,127.0,302.58,0.05,500.0,454.6,0.05
656,135.0,295.28,0.05,500.0,456.44,0.05
657,133.0,294.56,0.05,500.0,458.8,0.05
658,142.0,287.4,0.05,500.0,463.78,0.05
659,134.0,280.08,0.05,500.0,467.74,0.05
660,175.0,273.58,0.05,500.0,471.26,0.05
661,161.0,266.8,0.05,500.0,473.76,0.05
662,500.0,266.8,0.05,500.0,476.88,0.05
663,176.0,260.32,0.05,500.0,479.98,0.05
664,168.0,253.68,0.05,500.0,484.12,0.05
665,170.0,247.08,0.05,500.0,486.9,0.05
666,163.0,240.34,0.05,500.0,488.3,0.05
667,183.0,234.0,0.05,500.0,490.66,0.05
668,157.0,227.14,0.05,500.0,492.68,0.05
669,180.0,220.74,0.05,500.0,494.08,0.05
670,156.0,213.86,0.05,500.0,496.92,0.05
671,500.0,213.86,0.05,500.0,498.08,0.05
672,500.0,219.74,0.05,500.0,498.08,0.05
673,500.0,227.14,0.05,500.0,498.08,0.05
674,500.0,235.04,0.05,500.0,498.08,0.05
675,500.0,235.04,0.05,500.0,498.08,0.05
676,500.0,235.04,0.05,500.0,499.12,0.05
677,500.0,235.04,0.05,500.0,499.12,0.05
678,500.0,235.04,0.05,500.0,499.9,0.05
679,500.0,235.04,0.05,500.0,499.9,0.05
680,500.0,235.04,0.05,500.0,500.0,0.05
681,500.0,241.78,0.05,500.0,500.0,0.05
682,500.0,248.78,0.05,500.0,500.0,0.05
683,500.0,255.82,0.05,500.0,500.0,0.05
684,500.0,262.46,0.05,500.0,500.0,0.05
685,500.0,269.36,0.05,500.0,500.0,0.05
686,425.0,274.42,0.05,500.0,500.0,0.05
687,84.0,272.64,0.05,475.0,499.5,0.05
688,87.0,271.26,0.05,500.0,499.5,0.05
689,75.0,269.34,0.05,500.0,499.5,0.05
690,42.0,266.38,0.05,500.0,499.5,0.05
691,89.0,265.02,0.05,500.0,499.5,0.05
692,69.0,263.0,0.05,500.0,499.5,0.05
693,34.0,260.14,0.05,500.0,499.5,0.05
694,37.0,257.68,0.05,500.0,499.5,0.05
695,19.0,254.9,0.05,500.0,499.5,0.05
696,150.0,254.66,0.05,500.0,499.5,0.05
697,500.0,261.14,0.05,374.0,496.98,0.05
698,500.0,267.86,0.05,325.0,493.48,0.05
699,500.0,274.68,0.05,256.0,488.6,0.05
